OR52E6	0
CTRB2	6.35007e-06
UTS2R	1.3494e-05
CDRT15L2	2.78567e-05
PRAMEF15	3.01629e-05
MIR100	3.04842e-05
USP17L22	3.46501e-05
MRRFP1	3.52902e-05
TGM6	3.77947e-05
CDC14C	3.96736e-05
OR4A15	3.97902e-05
MAS1L	4.29062e-05
GBP4	4.29841e-05
NKX6_2	4.39577e-05
TRIM61	4.59317e-05
NKX2_6	4.73132e-05
TMEM132C	4.79286e-05
LINC01561	4.82314e-05
TMSB4XP2	4.82613e-05
MCM3AP_AS1	4.94191e-05
LINC00471	4.97491e-05
TRIM77	4.99335e-05
FRRS1L	4.99374e-05
VN1R2	5.04728e-05
C3orf70	5.16619e-05
LOC100506797	5.19536e-05
CEBPZOS	5.22518e-05
TAS2R39	5.24702e-05
IGHV3_72	5.27967e-05
SNORD13P1	5.3e-05
MYZAP	5.32022e-05
C2orf15	5.41275e-05
RPL12P1	5.47386e-05
LOC390937	5.47386e-05
POPDC3	5.60155e-05
APOBEC2	5.62697e-05
GPR111	5.66618e-05
LINC00189	5.69244e-05
ETV3L	5.69592e-05
TRNI	5.79331e-05
ZNF519	5.8186e-05
CLEC18C	5.82523e-05
NPFFR1	5.86571e-05
PLEKHA8P1	5.94277e-05
GDF1	5.97472e-05
TFF2	6.04833e-05
NEPNP	6.09478e-05
SSX9	6.10609e-05
DEFB104B	6.13482e-05
PCAP	6.14089e-05
CGB8	6.21829e-05
RPL21P97	6.2197e-05
FOLR2	6.30099e-05
SCGB3A2	6.32985e-05
AMELY	6.34103e-05
GPR26	6.34636e-05
P2RX3	6.37062e-05
HIGD1B	6.37646e-05
PPP5D1	6.40983e-05
C5orf58	6.41012e-05
DPY19L2	6.41557e-05
OR56A3	6.43645e-05
SNORA12	6.44325e-05
KCNK17	6.44325e-05
OR9G1	6.44791e-05
PRY	6.49566e-05
GPR65	6.49754e-05
IGKV1_27	6.50412e-05
MIR127	6.51018e-05
MIR103A2	6.51018e-05
MIR204	6.51018e-05
MIR324	6.51018e-05
MIR188	6.51018e-05
MIR579	6.51018e-05
MIR340	6.51018e-05
MIR139	6.51018e-05
HNF1A_AS1	6.51018e-05
MIR1180	6.51018e-05
MIR142	6.51018e-05
MIR652	6.51018e-05
MIR22	6.51018e-05
MIR125B1	6.51018e-05
MIR378A	6.51018e-05
MIR302A	6.51018e-05
MIR101_2	6.51018e-05
MIR125B2	6.51018e-05
MIR216A	6.51018e-05
LINC00668	6.51018e-05
MIR299	6.51018e-05
MIR27B	6.51018e-05
MIR144	6.51018e-05
GAPDHP1	6.51018e-05
MIR3118_1	6.51018e-05
MIR30C1	6.51018e-05
MIR4688	6.51018e-05
MIR769	6.51018e-05
